day,station,week,period,in,out
30,pddd,4,58,3552,1788
30,pddd,4,59,2742,1173
30,pddd,4,60,2621,843
30,pddd,7,42,1962,3647
30,pddd,1,34,907,1761
30,pddd,5,16,12,4
30,pddd,1,21,340,1041
30,pddd,1,49,2205,1174
30,pddd,4,66,2802,316
30,pddd,4,17,66,8
30,pddd,5,41,2059,2083
30,pddd,6,32,668,2988
30,pddd,3,68,1192,293
30,pddd,2,53,4713,2021
30,pddd,3,38,1488,1824
30,pddd,3,19,141,338
30,pddd,7,31,700,2962
30,pddd,5,17,49,10
30,pddd,4,47,2424,1527
30,pddd,1,33,533,2426
30,pddd,7,41,2115,3467
30,pddd,2,64,2263,338
30,pddd,3,36,1145,1837
30,pddd,5,52,4474,2570
30,pddd,6,28,510,2635
30,pddd,1,67,3396,272
30,pddd,3,28,705,7542
30,pddd,3,62,2852,582
30,pddd,5,46,2362,1914
30,pddd,4,51,2863,1658
30,pddd,4,51,2982,1605
30,pddd,7,68,856,266
30,pddd,2,54,6950,2474
30,pddd,1,48,1901,1147
30,pddd,1,53,2909,1703
30,pddd,2,45,1735,1483
30,pddd,1,66,1483,303
30,pddd,5,37,1363,1911
30,pddd,4,26,779,9023
30,pddd,4,28,832,7124
30,pddd,5,46,2322,1768
30,pddd,3,47,2285,1560
30,pddd,4,57,4394,2762
30,pddd,3,58,3542,1695
30,pddd,1,37,1059,1359
30,pddd,1,25,816,6132
30,pddd,3,51,2907,1399
30,pddd,4,35,1090,1765
30,pddd,4,66,2444,296
30,pddd,6,21,225,1369
30,pddd,3,15,0,0
30,pddd,1,36,953,1540
30,pddd,7,22,196,572
30,pddd,1,59,2725,960
30,pddd,1,27,721,12084
30,pddd,2,28,749,7898
30,pddd,4,24,618,3056
30,pddd,5,57,4574,3907
30,pddd,7,40,1870,3179
30,pddd,3,23,488,1965
30,pddd,4,52,4301,1654
30,pddd,5,61,3186,1012
30,pddd,5,31,813,2548
30,pddd,5,47,2445,1765
30,pddd,7,33,803,3570
30,pddd,5,29,721,4866
30,pddd,7,44,2737,3327
30,pddd,5,67,5172,442
30,pddd,7,16,12,5
30,pddd,2,49,2531,1407
30,pddd,4,25,801,5847
30,pddd,6,60,2961,1045
30,pddd,5,72,0,65
30,pddd,5,47,2333,2006
30,pddd,5,25,766,5955
30,pddd,6,29,548,2415
30,pddd,6,18,97,61
30,pddd,4,20,201,453
30,pddd,2,42,1874,1925
30,pddd,2,15,5,0
30,pddd,4,48,2689,2039
30,pddd,3,26,779,8686
30,pddd,4,48,2395,1502
30,pddd,7,65,2340,299
30,pddd,4,29,778,5059
30,pddd,3,40,1567,2014
30,pddd,6,45,3111,3380
30,pddd,2,57,4283,2439
30,pddd,2,31,729,2365
30,pddd,3,24,635,3428
30,pddd,6,32,835,3556
30,pddd,4,72,0,45
30,pddd,2,47,1958,1425
30,pddd,4,57,4547,3572
30,pddd,1,26,778,8722
30,pddd,6,17,95,28
30,pddd,1,22,382,1418
30,pddd,4,27,737,11431
30,pddd,1,33,861,1896
30,pddd,4,21,324,902
30,pddd,6,36,1370,3559
30,pddd,2,51,2891,1413
30,pddd,5,21,306,1184
30,pddd,2,22,449,1523
30,pddd,6,46,3445,3337
30,pddd,2,30,701,3425
30,pddd,3,67,3768,275
30,pddd,3,19,145,325
30,pddd,1,71,3,394
30,pddd,7,63,2653,528
30,pddd,4,70,34,183
30,pddd,6,53,4082,3101
30,pddd,3,16,15,5
30,pddd,6,55,4046,2511
30,pddd,6,56,3546,2226
30,pddd,2,19,157,866
30,pddd,3,67,3881,280
30,pddd,2,28,716,8018
30,pddd,3,41,1643,1712
30,pddd,6,61,3432,823
30,pddd,6,62,3609,729
30,pddd,6,63,3729,570
30,pddd,6,64,4498,608
30,pddd,4,19,145,350
30,pddd,6,66,3453,423
30,pddd,2,51,2822,1544
30,pddd,7,43,2509,3266
30,pddd,1,56,6600,2433
30,pddd,5,43,2120,1948
30,pddd,3,30,876,3775
30,pddd,6,72,0,43
30,pddd,4,42,1686,1853
30,pddd,4,15,1,0
30,pddd,5,40,1776,2017
30,pddd,2,50,2472,1422
30,pddd,7,19,127,370
30,pddd,7,65,2385,301
30,pddd,5,28,766,7382
30,pddd,5,45,2197,1888
30,pddd,7,23,228,883
30,pddd,5,32,931,2100
30,pddd,6,44,2700,3692
30,pddd,6,22,266,1264
30,pddd,7,27,462,2919
30,pddd,6,23,294,911
30,pddd,2,16,7,3
30,pddd,3,52,4382,1631
30,pddd,1,55,2427,1392
30,pddd,7,32,659,2782
30,pddd,6,26,480,2759
30,pddd,2,53,4711,2133
30,pddd,7,51,3848,2621
30,pddd,2,33,748,1679
30,pddd,3,45,2183,1673
30,pddd,1,72,0,0
30,pddd,4,15,4,0
30,pddd,7,40,1760,3325
30,pddd,5,43,2106,1932
30,pddd,1,20,101,366
30,pddd,7,72,0,119
30,pddd,7,44,2667,3080
30,pddd,7,68,893,252
30,pddd,7,46,3470,2722
30,pddd,7,47,3757,2458
30,pddd,4,20,201,582
30,pddd,3,32,948,2269
30,pddd,4,34,1039,1936
30,pddd,1,72,0,23
30,pddd,4,49,2423,1458
30,pddd,7,53,3763,2241
30,pddd,3,18,88,20
30,pddd,7,36,882,3257
30,pddd,7,56,3060,1662
30,pddd,1,71,2,30
30,pddd,2,36,1000,1564
30,pddd,1,29,646,5129
30,pddd,7,60,2771,778
30,pddd,1,69,264,252
30,pddd,3,34,1000,1986
30,pddd,6,53,4157,3405
30,pddd,7,64,3098,362
30,pddd,6,62,2952,659
30,pddd,7,66,2150,292
30,pddd,4,28,750,7469
30,pddd,7,26,405,2074
30,pddd,3,43,1851,1749
30,pddd,7,18,80,14
30,pddd,4,30,687,3475
30,pddd,5,44,2260,1942
30,pddd,3,62,2914,545
30,pddd,4,33,956,2252
30,pddd,4,51,2753,1389
30,pddd,7,45,2838,2889
30,pddd,2,34,933,1797
30,pddd,1,20,220,853
30,pddd,1,33,863,1884
30,pddd,1,27,722,11815
30,pddd,1,23,466,2021
30,pddd,6,71,0,47
30,pddd,4,51,2802,1507
30,pddd,1,52,4284,1459
30,pddd,1,40,1377,2738
30,pddd,7,34,595,3293
30,pddd,1,46,1758,1253
30,pddd,2,64,3248,434
30,pddd,4,37,1248,1724
30,pddd,7,55,3054,1660
30,pddd,7,28,513,2756
30,pddd,1,17,47,12
30,pddd,1,69,341,172
30,pddd,2,25,782,5835
30,pddd,3,15,4,0
30,pddd,5,30,780,3754
30,pddd,3,70,31,257
30,pddd,4,31,770,2526
30,pddd,6,17,63,14
30,pddd,2,39,1395,1831
30,pddd,1,43,1521,1618
30,pddd,1,44,1510,1451
30,pddd,7,44,2425,3532
30,pddd,3,61,2917,642
30,pddd,5,34,1125,1860
30,pddd,4,18,89,20
30,pddd,4,57,4432,2479
30,pddd,7,34,985,3382
30,pddd,1,51,2823,1249
30,pddd,2,25,792,6101
30,pddd,6,57,2985,2167
30,pddd,7,44,2857,3214
30,pddd,2,64,3243,428
30,pddd,3,59,2811,1185
30,pddd,5,48,2411,1872
30,pddd,6,67,4550,432
30,pddd,4,62,2868,480
30,pddd,7,57,2735,1443
30,pddd,4,68,965,233
30,pddd,6,27,474,3706
30,pddd,1,22,416,1419
30,pddd,6,24,347,1676
30,pddd,4,26,787,8902
30,pddd,1,66,2014,288
30,pddd,4,25,829,6384
30,pddd,4,41,1817,1844
30,pddd,2,24,604,3159
30,pddd,7,38,1745,3077
30,pddd,5,63,3744,646
30,pddd,7,49,3961,2513
30,pddd,4,44,1905,1542
30,pddd,5,24,622,3014
30,pddd,7,36,1062,3179
30,pddd,2,18,77,58
30,pddd,4,67,5144,455
30,pddd,2,20,196,848
30,pddd,2,61,2864,596
30,pddd,2,23,508,2105
30,pddd,4,25,788,5973
30,pddd,1,61,2557,576
30,pddd,4,52,4159,1703
30,pddd,4,68,888,272
30,pddd,3,48,2434,1588
30,pddd,3,46,2090,1529
30,pddd,6,20,148,1421
30,pddd,2,32,817,2097
30,pddd,3,17,53,7
30,pddd,1,63,2477,431
30,pddd,3,43,1796,1665
30,pddd,6,25,435,2232
30,pddd,2,35,1000,1783
30,pddd,4,72,0,59
30,pddd,3,60,2550,809
30,pddd,2,38,1326,1827
30,pddd,7,30,414,2102
30,pddd,1,24,638,3328
30,pddd,3,49,2387,1435
30,pddd,2,29,743,4941
30,pddd,5,20,222,1334
30,pddd,7,33,788,3030
30,pddd,5,37,1506,1946
30,pddd,2,46,2185,1477
30,pddd,3,44,2047,1685
30,pddd,3,58,3513,1815
30,pddd,7,17,149,5
30,pddd,4,31,805,2533
30,pddd,1,22,433,1613
30,pddd,1,58,3514,1522
30,pddd,3,32,853,2474
30,pddd,5,42,1975,2060
30,pddd,2,55,7029,2744
30,pddd,1,52,4410,1481
30,pddd,2,55,6966,3008
30,pddd,2,58,3708,1707
30,pddd,3,24,669,3222
30,pddd,4,66,2549,310
30,pddd,2,21,313,965
30,pddd,1,64,2909,359
30,pddd,2,71,2,38
30,pddd,1,36,788,2491
30,pddd,2,65,2904,361
30,pddd,2,37,1322,1617
30,pddd,7,54,3624,2046
30,pddd,1,44,1622,1396
30,pddd,7,35,1035,3082
30,pddd,2,72,0,62
30,pddd,2,71,2,60
30,pddd,2,72,0,32
30,pddd,3,62,2910,531
30,pddd,6,60,3105,1119
30,pddd,2,47,1680,1196
30,pddd,1,72,0,47
30,pddd,7,30,586,2997
30,pddd,3,20,201,617
30,pddd,6,29,634,3129
30,pddd,3,22,429,1272
30,pddd,7,49,4178,2468
30,pddd,7,27,453,3081
30,pddd,6,15,1,0
30,pddd,3,19,149,467
30,pddd,4,46,2218,1467
30,pddd,7,68,934,245
30,pddd,6,27,451,3894
30,pddd,4,56,6208,2876
30,pddd,4,20,207,606
30,pddd,1,32,753,2129
30,pddd,3,33,964,2273
30,pddd,1,71,0,40
30,pddd,5,52,4453,2380
30,pddd,5,66,4369,480
30,pddd,6,43,2292,3620
30,pddd,6,19,167,1146
30,pddd,2,51,2883,1427
30,pddd,2,52,4261,1701
30,pddd,3,41,1784,1885
30,pddd,2,28,726,7449
30,pddd,4,43,1845,1604
30,pddd,4,54,6831,3373
30,pddd,4,68,1030,234
30,pddd,3,46,2142,1554
30,pddd,4,19,146,277
30,pddd,3,22,410,1315
30,pddd,1,66,2071,298
30,pddd,6,22,271,721
30,pddd,3,51,2988,1556
30,pddd,3,42,1816,1996
30,pddd,3,53,4940,2323
30,pddd,2,71,1,50
30,pddd,4,33,870,2069
30,pddd,1,51,2745,1319
30,pddd,3,16,27,4
30,pddd,7,65,2733,392
30,pddd,1,18,111,55
30,pddd,3,67,3563,318
30,pddd,6,18,116,79
30,pddd,3,62,2698,609
30,pddd,1,51,3030,1813
30,pddd,6,24,377,909
30,pddd,6,57,3199,1937
30,pddd,1,55,7184,2284
30,pddd,3,67,3754,288
30,pddd,4,51,3555,2385
30,pddd,4,24,599,3193
30,pddd,3,70,37,236
30,pddd,2,23,481,2152
30,pddd,7,52,4316,2580
30,pddd,2,43,1676,1560
30,pddd,4,16,17,4
30,pddd,5,46,2464,1781
30,pddd,6,42,2421,4008
30,pddd,4,55,7083,2942
30,pddd,7,57,3183,1809
30,pddd,3,30,768,3880
30,pddd,5,31,747,2265
30,pddd,1,70,24,133
30,pddd,6,61,3029,773
30,pddd,3,59,2889,1133
30,pddd,4,67,3545,297
30,pddd,4,27,775,11298
30,pddd,4,28,826,7553
30,pddd,5,63,3790,647
30,pddd,6,16,25,3
30,pddd,7,61,3063,676
30,pddd,5,67,4997,458
30,pddd,1,63,1996,382
30,pddd,7,50,3910,2125
30,pddd,4,35,1006,1773
30,pddd,3,72,0,26
30,pddd,7,17,51,8
30,pddd,2,51,2413,1129
30,pddd,4,42,1626,1842
30,pddd,2,19,144,687
30,pddd,5,19,152,234
30,pddd,4,42,1831,1912
30,pddd,7,65,2857,348
30,pddd,6,70,52,354
30,pddd,2,70,36,205
30,pddd,3,21,348,849
30,pddd,6,22,261,1445
30,pddd,1,48,3040,2096
30,pddd,1,70,28,201
30,pddd,4,50,2530,1522
30,pddd,3,15,3,1
30,pddd,6,40,1972,3828
30,pddd,7,70,21,363
30,pddd,4,54,6740,2628
30,pddd,7,30,672,3039
30,pddd,7,16,13,4
30,pddd,5,62,3099,751
30,pddd,4,40,1661,1849
30,pddd,7,26,424,2203
30,pddd,4,60,2674,956
30,pddd,1,63,2453,438
30,pddd,5,49,2797,1899
30,pddd,7,20,143,567
30,pddd,2,20,205,781
30,pddd,4,65,3024,411
30,pddd,4,38,1388,1831
30,pddd,2,31,688,2003
30,pddd,5,64,4499,571
30,pddd,5,53,5068,3038
30,pddd,5,21,314,814
30,pddd,4,71,0,41
30,pddd,2,26,734,8558
30,pddd,5,15,0,0
30,pddd,4,56,6128,4111
30,pddd,5,18,82,57
30,pddd,2,21,330,1000
30,pddd,7,60,2876,991
30,pddd,7,41,2096,2896
30,pddd,2,18,106,44
30,pddd,2,31,760,2372
30,pddd,1,31,741,2317
30,pddd,6,34,1031,3721
30,pddd,1,27,280,2364
30,pddd,1,19,159,863
30,pddd,6,72,0,41
30,pddd,1,34,768,1535
30,pddd,5,51,3193,1959
30,pddd,4,21,296,990
30,pddd,5,23,479,1912
30,pddd,7,62,3289,557
30,pddd,5,39,1676,1969
30,pddd,7,33,571,2948
30,pddd,1,48,1959,1377
30,pddd,3,61,2791,678
30,pddd,5,37,1467,2032
30,pddd,7,57,3036,1764
30,pddd,5,39,1747,2070
30,pddd,3,44,1798,1739
30,pddd,3,17,54,6
30,pddd,5,42,2067,2113
30,pddd,6,55,3690,2057
30,pddd,5,33,1005,2329
30,pddd,3,60,2608,908
30,pddd,4,40,1583,1779
30,pddd,4,16,18,3
30,pddd,5,21,334,1084
30,pddd,4,23,484,1982
30,pddd,1,49,2965,1736
30,pddd,4,33,914,1972
30,pddd,3,34,956,1787
30,pddd,2,15,0,0
30,pddd,5,29,773,4902
30,pddd,2,66,1709,264
30,pddd,2,56,6490,2827
30,pddd,5,57,4451,4032
30,pddd,6,52,3858,2440
30,pddd,3,54,7257,2381
30,pddd,1,21,331,940
30,pddd,1,17,58,14
30,pddd,5,44,2221,1889
30,pddd,6,26,473,1796
30,pddd,1,54,6801,1952
30,pddd,7,23,303,649
30,pddd,3,20,192,533
30,pddd,3,72,0,26
30,pddd,5,68,1688,407
30,pddd,1,39,1212,1609
30,pddd,5,70,97,376
30,pddd,5,35,1114,1902
30,pddd,5,25,759,5928
30,pddd,3,30,752,3315
30,pddd,6,16,30,9
30,pddd,3,36,1152,1849
30,pddd,4,62,2721,546
30,pddd,2,60,2312,647
30,pddd,2,27,730,10884
30,pddd,1,21,357,975
30,pddd,4,30,761,3688
30,pddd,4,66,2793,323
30,pddd,4,30,696,3365
30,pddd,6,63,2999,596
30,pddd,7,47,2751,2754
30,pddd,6,35,1237,3295
30,pddd,4,16,15,2
30,pddd,2,40,1521,1757
30,pddd,1,41,1619,2905
30,pddd,2,19,132,887
30,pddd,7,31,427,2218
30,pddd,4,68,1933,465
30,pddd,5,38,1579,1902
30,pddd,3,31,750,2367
30,pddd,6,32,869,3511
30,pddd,7,70,13,346
30,pddd,6,33,1011,3806
30,pddd,6,66,2707,293
30,pddd,7,71,0,101
30,pddd,5,24,600,3006
30,pddd,1,40,1478,1662
30,pddd,7,48,3112,2495
30,pddd,6,44,2995,3542
30,pddd,6,45,3227,3490
30,pddd,4,25,730,5851
30,pddd,7,52,4111,2525
30,pddd,4,59,3188,2014
30,pddd,6,49,3757,2890
30,pddd,6,50,4020,2877
30,pddd,5,19,138,1500
30,pddd,6,52,4288,3140
30,pddd,4,40,1887,1975
30,pddd,2,70,19,240
30,pddd,7,61,3288,712
30,pddd,6,56,3345,2364
30,pddd,2,63,2568,434
30,pddd,4,15,0,0
30,pddd,6,59,2793,1450
30,pddd,3,23,469,1936
30,pddd,6,61,3476,924
30,pddd,7,56,2878,1423
30,pddd,4,44,1689,1515
30,pddd,5,61,3175,861
30,pddd,2,36,1213,1895
30,pddd,1,36,980,1591
30,pddd,7,38,1593,3207
30,pddd,5,33,927,1993
30,pddd,4,38,1614,1908
30,pddd,2,22,422,1375
30,pddd,3,63,2869,516
30,pddd,6,72,0,67
30,pddd,5,17,46,14
30,pddd,1,45,2457,2571
30,pddd,5,50,2974,1922
30,pddd,5,68,1711,366
30,pddd,5,29,666,4870
30,pddd,4,63,3774,750
30,pddd,2,27,716,11553
30,pddd,7,20,240,603
30,pddd,3,25,786,6230
30,pddd,5,69,712,237
30,pddd,4,40,1706,1717
30,pddd,6,33,899,3681
30,pddd,6,30,642,3198
30,pddd,1,69,301,144
30,pddd,6,51,4079,3045
30,pddd,1,24,198,739
30,pddd,3,55,6962,2912
30,pddd,6,62,3903,710
30,pddd,7,67,3493,330
30,pddd,1,29,654,5226
30,pddd,1,37,950,2547
30,pddd,2,63,2838,466
30,pddd,5,68,1789,412
30,pddd,7,54,3811,2279
30,pddd,7,52,4006,2035
30,pddd,4,46,1948,1462
30,pddd,4,63,2873,446
30,pddd,6,15,1,0
30,pddd,1,29,690,4795
30,pddd,1,32,679,1893
30,pddd,5,23,460,2048
30,pddd,3,52,4289,1753
30,pddd,7,55,3640,1908
30,pddd,5,69,787,299
30,pddd,3,36,1201,1869
30,pddd,2,61,2893,670
30,pddd,3,39,1403,1636
30,pddd,1,57,4589,2121
30,pddd,3,36,1175,1721
30,pddd,3,48,2102,1365
30,pddd,6,47,3037,2976
30,pddd,1,69,358,187
30,pddd,7,37,1559,3048
30,pddd,3,28,800,7783
30,pddd,7,59,3254,1205
30,pddd,3,40,1741,1839
30,pddd,7,61,3192,704
30,pddd,1,46,1870,1322
30,pddd,4,52,4246,1791
30,pddd,1,57,4427,2166
30,pddd,6,64,4529,592
30,pddd,7,37,1384,2808
30,pddd,3,18,66,32
30,pddd,3,57,4499,2676
30,pddd,7,69,342,243
30,pddd,5,61,3166,1017
30,pddd,4,36,1210,1841
30,pddd,6,34,966,3575
30,pddd,1,15,0,1
30,pddd,2,37,1039,1414
30,pddd,7,72,0,30
30,pddd,7,63,3320,551
30,pddd,6,54,3834,2818
30,pddd,1,48,1953,1270
30,pddd,5,36,1413,1922
30,pddd,3,70,57,190
30,pddd,5,52,4683,2206
30,pddd,7,18,96,28
30,pddd,1,25,770,6170
30,pddd,1,26,832,9171
30,pddd,5,68,1742,402
30,pddd,3,57,4347,2575
30,pddd,7,23,251,933
30,pddd,7,25,373,1469
30,pddd,1,53,4732,1875
30,pddd,7,62,3266,533
30,pddd,3,55,7170,2885
30,pddd,6,52,4335,3177
30,pddd,4,50,2501,1415
30,pddd,2,43,1984,1728
30,pddd,7,53,3528,1946
30,pddd,3,37,1255,1629
30,pddd,1,39,1330,1641
30,pddd,1,49,2235,1251
30,pddd,6,60,2708,960
30,pddd,2,26,792,9395
30,pddd,1,43,1523,1456
30,pddd,4,38,1388,1850
30,pddd,1,45,1658,1392
30,pddd,1,18,88,55
30,pddd,7,39,1799,3399
30,pddd,7,61,2935,682
30,pddd,5,26,785,8676
30,pddd,2,66,2439,295
30,pddd,2,71,0,77
30,pddd,1,52,4129,1596
30,pddd,4,64,3439,413
30,pddd,4,53,4717,2214
30,pddd,1,44,2336,2798
30,pddd,5,60,3073,1313
30,pddd,1,17,62,24
30,pddd,5,72,0,80
30,pddd,2,38,1275,1637
30,pddd,6,54,4095,3012
30,pddd,1,61,2633,587
30,pddd,7,53,4132,2468
30,pddd,6,29,595,2725
30,pddd,2,69,441,209
30,pddd,6,63,4029,701
30,pddd,5,60,3029,1260
30,pddd,1,39,1316,1671
30,pddd,6,65,3953,492
30,pddd,2,32,681,1805
30,pddd,5,32,845,2017
30,pddd,4,32,764,2135
30,pddd,7,36,1303,3108
30,pddd,6,21,206,1189
30,pddd,3,62,2764,552
30,pddd,5,33,949,2237
30,pddd,5,21,325,1145
30,pddd,6,40,2063,3754
30,pddd,2,20,210,729
30,pddd,7,59,2735,969
30,pddd,7,19,135,487
30,pddd,6,48,3720,2980
30,pddd,2,24,635,3159
30,pddd,4,54,7010,2464
30,pddd,4,15,4,0
30,pddd,7,31,657,2727
30,pddd,5,20,219,448
30,pddd,5,58,3987,2523
30,pddd,7,24,270,1061
30,pddd,2,22,398,1335
30,pddd,1,29,319,1713
30,pddd,7,48,3625,2668
30,pddd,4,59,2863,1043
30,pddd,7,48,3870,2566
30,pddd,4,22,391,1414
30,pddd,2,37,1283,1447
30,pddd,2,38,1417,1734
30,pddd,5,53,4969,3080
30,pddd,6,34,1000,3722
30,pddd,2,41,1694,1802
30,pddd,6,25,434,2037
30,pddd,4,37,1281,1681
30,pddd,1,64,2676,375
30,pddd,6,37,1624,3183
30,pddd,2,29,715,4818
30,pddd,6,43,2693,3910
30,pddd,3,24,624,3423
30,pddd,5,28,764,7691
30,pddd,7,21,161,472
30,pddd,4,71,1,44
30,pddd,1,38,1311,1600
30,pddd,4,33,910,1867
30,pddd,5,24,599,3032
30,pddd,3,64,3542,439
30,pddd,5,48,2559,1951
30,pddd,3,47,2231,1529
30,pddd,3,34,1035,1751
30,pddd,2,59,2957,1180
30,pddd,3,47,2189,1553
30,pddd,4,20,214,505
30,pddd,4,21,316,868
30,pddd,7,34,949,3400
30,pddd,7,56,3382,2030
30,pddd,5,55,7016,3965
30,pddd,2,66,2842,336
30,pddd,2,67,3544,329
30,pddd,7,32,809,3106
30,pddd,5,71,1,79
30,pddd,1,72,0,46
30,pddd,5,27,734,11788
30,pddd,3,20,191,487
30,pddd,7,18,105,23
30,pddd,4,47,2217,1499
30,pddd,3,59,3053,1343
30,pddd,2,41,1509,1825
30,pddd,4,53,5424,2022
30,pddd,5,44,2323,1865
30,pddd,1,38,1173,1750
30,pddd,5,34,1057,1850
30,pddd,5,35,1101,1746
30,pddd,3,37,1414,1789
30,pddd,4,28,723,7797
30,pddd,6,67,3819,321
30,pddd,6,39,1564,3640
30,pddd,1,18,69,18
30,pddd,1,42,1298,1660
30,pddd,6,59,2743,1082
30,pddd,1,25,282,981
30,pddd,3,32,805,2221
30,pddd,3,33,899,2106
30,pddd,2,53,5100,2003
30,pddd,2,17,47,6
30,pddd,5,56,6392,4175
30,pddd,4,69,884,325
30,pddd,7,20,113,471
30,pddd,4,22,399,1421
30,pddd,4,48,2175,1436
30,pddd,3,16,22,2
30,pddd,3,42,1803,1729
30,pddd,2,33,910,2253
30,pddd,6,27,445,2831
30,pddd,3,45,1830,1489
30,pddd,3,51,2885,1564
30,pddd,3,31,815,2460
30,pddd,3,48,2183,1541
30,pddd,3,72,0,57
30,pddd,2,69,465,196
30,pddd,2,56,6670,2813
30,pddd,7,21,151,550
30,pddd,3,53,4780,2151
30,pddd,3,54,6616,2497
30,pddd,3,55,6878,2813
30,pddd,6,51,3686,2475
30,pddd,6,68,1335,389
30,pddd,3,37,1305,1707
30,pddd,1,68,769,265
30,pddd,5,20,185,1047
30,pddd,2,54,7153,2445
30,pddd,2,63,2117,349
30,pddd,3,60,2617,952
30,pddd,3,64,3333,470
30,pddd,3,53,5191,2119
30,pddd,3,66,2814,341
30,pddd,6,49,3959,2568
30,pddd,2,39,1229,1576
30,pddd,7,52,4072,2268
30,pddd,6,68,1495,400
30,pddd,4,55,7204,2919
30,pddd,3,29,673,5218
30,pddd,1,65,2388,330
30,pddd,4,16,19,6
30,pddd,4,17,60,10
30,pddd,2,70,25,207
30,pddd,1,19,120,283
30,pddd,1,50,2924,1774
30,pddd,1,60,2162,681
30,pddd,4,22,386,1386
30,pddd,4,23,510,2055
30,pddd,1,45,1668,1312
30,pddd,4,66,3932,500
30,pddd,5,70,92,311
30,pddd,4,27,697,10454
30,pddd,4,45,2125,1471
30,pddd,6,26,485,2994
30,pddd,3,59,2854,1169
30,pddd,1,40,1315,1597
30,pddd,7,33,888,3325
30,pddd,5,57,4860,3934
30,pddd,6,57,2498,1750
30,pddd,3,42,1931,1943
30,pddd,5,30,904,3608
30,pddd,2,48,2162,1275
30,pddd,4,65,3073,332
30,pddd,4,43,2138,1917
30,pddd,5,35,1186,1886
30,pddd,4,24,562,3107
30,pddd,5,51,3157,2060
30,pddd,3,45,1754,1436
30,pddd,4,69,483,223
30,pddd,5,30,736,3380
30,pddd,4,69,441,185
30,pddd,4,58,3592,1510
30,pddd,5,41,1937,2054
30,pddd,4,18,100,45
30,pddd,5,61,3250,901
30,pddd,3,34,965,2038
30,pddd,4,20,229,598
30,pddd,4,53,4904,3312
30,pddd,1,38,1101,2451
30,pddd,4,48,1959,1370
30,pddd,1,55,7339,2283
30,pddd,3,63,2971,464
30,pddd,7,69,370,238
30,pddd,3,68,999,265
30,pddd,4,17,46,9
30,pddd,4,61,3265,1091
30,pddd,2,15,1,0
30,pddd,6,51,4039,3056
30,pddd,6,66,3554,418
30,pddd,3,18,88,25
30,pddd,7,18,197,30
30,pddd,7,17,71,14
30,pddd,3,52,4515,1705
30,pddd,2,59,2777,1180
30,pddd,2,21,319,1103
30,pddd,4,71,0,125
30,pddd,4,72,0,7
