day,station,week,period,in,out
30,rmgc,4,43,2138,1917
30,rmgc,4,44,2111,1875
30,rmgc,4,45,2273,1836
30,rmgc,4,46,2474,1829
30,rmgc,4,47,2640,1898
30,rmgc,4,48,2689,2039
30,rmgc,4,49,3158,2029
30,rmgc,4,50,3413,2122
30,rmgc,4,51,3555,2385
30,rmgc,4,52,4614,2453
30,rmgc,4,53,4904,3312
30,rmgc,4,54,6831,3373
30,rmgc,4,55,6927,4046
30,rmgc,4,56,6128,4111
30,rmgc,4,57,4547,3572
30,rmgc,4,58,3912,2843
30,rmgc,4,59,3188,2014
30,rmgc,4,60,2843,1481
30,rmgc,4,61,3265,1091
30,rmgc,4,62,3390,1002
30,rmgc,4,63,3774,750
30,rmgc,4,64,4380,657
30,rmgc,4,65,4443,592
30,rmgc,4,66,3932,500
30,rmgc,4,67,5144,455
30,rmgc,4,68,1933,465
30,rmgc,4,69,884,325
30,rmgc,4,70,91,437
30,rmgc,4,71,0,125
30,rmgc,4,72,0,7
30,lzj,3,15,0,0
30,lzj,3,16,9,0
30,lzj,3,17,44,0
30,lzj,3,18,78,10
30,lzj,3,19,119,114
30,lzj,3,20,142,308
30,lzj,3,21,153,361
30,lzj,3,22,296,734
30,lzj,3,23,314,1464
30,lzj,3,24,475,3141
30,lzj,3,25,606,8033
30,lzj,3,26,442,8742
30,lzj,3,27,551,9665
30,lzj,3,28,572,5410
30,lzj,3,29,450,3802
30,lzj,3,30,399,1972
30,lzj,3,31,431,1345
30,lzj,3,32,443,1032
30,lzj,3,33,532,932
30,lzj,3,34,612,837
30,lzj,3,35,633,798
30,lzj,3,36,752,873
30,lzj,3,37,775,721
30,lzj,3,38,678,806
30,lzj,3,39,692,991
30,lzj,3,40,723,934
30,lzj,3,41,773,1073
30,lzj,3,42,762,866
30,lzj,3,43,826,937
30,lzj,3,44,837,903
30,lzj,3,45,814,779
30,lzj,3,46,913,657
30,lzj,3,47,904,681
30,lzj,3,48,890,690
30,lzj,3,49,1013,664
30,lzj,3,50,1176,698
30,lzj,3,51,1491,754
30,lzj,3,52,2960,789
30,lzj,3,53,3751,1008
30,lzj,3,54,6504,1125
30,lzj,3,55,6293,1292
30,lzj,3,56,6018,1258
30,lzj,3,57,4241,1219
30,lzj,3,58,3006,831
30,lzj,3,59,2213,527
30,lzj,3,60,1777,471
30,lzj,3,61,1777,360
30,lzj,3,62,1515,282
30,lzj,3,63,1445,316
30,lzj,3,64,1559,241
30,lzj,3,65,1322,287
30,lzj,3,66,1160,217
30,lzj,3,67,1395,165
30,lzj,3,68,615,178
30,lzj,3,69,239,87
30,lzj,3,70,56,59
30,lzj,3,71,2,7
30,lzj,3,72,0,0
30,lzj,4,15,5,0
30,lzj,4,16,8,0
30,lzj,4,17,53,0
30,lzj,4,18,101,7
30,lzj,4,19,101,107
30,lzj,4,20,131,295
30,lzj,4,21,176,330
30,lzj,4,22,256,700
30,lzj,4,23,323,1455
30,lzj,4,24,477,3313
30,lzj,4,25,480,7363
30,lzj,4,26,491,9369
30,lzj,4,27,533,8246
30,lzj,4,28,600,6644
30,lzj,4,29,465,3613
30,lzj,4,30,466,2043
30,lzj,4,31,466,1386
30,lzj,4,32,505,1066
30,lzj,4,33,559,908
30,lzj,4,34,535,844
30,lzj,4,35,745,854
30,lzj,4,36,789,902
30,lzj,4,37,739,737
30,lzj,4,38,754,914
30,lzj,4,39,647,1003
30,lzj,4,40,859,991
30,lzj,4,41,814,1068
30,lzj,4,42,863,976
30,lzj,4,43,789,881
30,lzj,4,44,811,869
30,lzj,4,45,831,744
30,lzj,4,46,886,622
30,lzj,4,47,910,789
30,lzj,4,48,971,716
30,lzj,4,49,1216,712
30,lzj,4,50,1305,678
30,lzj,4,51,1543,726
30,lzj,4,52,2504,767
30,lzj,4,53,4392,988
30,lzj,4,54,6515,1118
30,lzj,4,55,6043,1235
30,lzj,4,56,5676,1237
30,lzj,4,57,3830,1028
30,lzj,4,58,2800,758
30,lzj,4,59,2165,496
30,lzj,4,60,1600,407
30,lzj,4,61,1615,337
30,lzj,4,62,1678,239
30,lzj,4,63,1584,271
30,lzj,4,64,1594,238
30,lzj,4,65,1537,252
30,lzj,4,66,1319,239
30,lzj,4,67,1446,195
30,lzj,4,68,606,166
30,lzj,4,69,245,113
30,lzj,4,70,62,44
30,lzj,4,71,3,9
30,lzj,4,72,0,0
30,lzj,5,15,0,0
30,lzj,5,16,8,0
30,lzj,5,17,70,0
30,lzj,5,18,97,6
30,lzj,5,19,124,122
30,lzj,5,20,108,286
30,lzj,5,21,191,321
30,lzj,5,22,253,691
30,lzj,5,23,283,1341
30,lzj,5,24,443,2877
30,lzj,5,25,543,6833
30,lzj,5,26,585,9306
30,lzj,5,27,513,8988
30,lzj,5,28,580,5588
30,lzj,5,29,422,3469
30,lzj,5,30,425,2158
30,lzj,5,31,473,1263
30,lzj,5,32,532,1017
30,lzj,5,33,596,985
30,lzj,5,34,617,852
30,lzj,5,35,736,924
30,lzj,5,36,835,969
30,lzj,5,37,865,819
30,lzj,5,38,835,872
30,lzj,5,39,773,897
30,lzj,5,40,826,991
30,lzj,5,41,858,972
30,lzj,5,42,917,1062
30,lzj,5,43,983,916
30,lzj,5,44,923,862
30,lzj,5,45,943,786
30,lzj,5,46,1045,703
30,lzj,5,47,1197,854
30,lzj,5,48,1085,770
30,lzj,5,49,1319,780
30,lzj,5,50,1444,757
30,lzj,5,51,1651,815
30,lzj,5,52,3275,820
30,lzj,5,53,4121,1186
30,lzj,5,54,6555,1256
30,lzj,5,55,6237,1428
30,lzj,5,56,5556,1215
30,lzj,5,57,3804,1593
30,lzj,5,58,2667,1077
30,lzj,5,59,2014,720
30,lzj,5,60,1672,536
30,lzj,5,61,1644,430
30,lzj,5,62,1482,355
30,lzj,5,63,1459,367
30,lzj,5,64,1573,296
30,lzj,5,65,1499,306
30,lzj,5,66,1390,287
30,lzj,5,67,1805,286
30,lzj,5,68,729,302
30,lzj,5,69,264,156
30,lzj,5,70,78,89
30,lzj,5,71,4,5
30,lzj,5,72,0,0
30,lzj,6,15,0,0
30,lzj,6,16,15,0
30,lzj,6,17,68,0
30,lzj,6,18,146,4
30,lzj,6,19,151,80
30,lzj,6,20,146,100
30,lzj,6,21,164,216
30,lzj,6,22,168,304
30,lzj,6,23,193,388
30,lzj,6,24,231,421
30,lzj,6,25,241,477
30,lzj,6,26,273,537
30,lzj,6,27,251,724
30,lzj,6,28,249,774
30,lzj,6,29,269,1083
30,lzj,6,30,268,1031
30,lzj,6,31,270,935
30,lzj,6,32,336,1086
30,lzj,6,33,357,1091
30,lzj,6,34,378,1167
30,lzj,6,35,400,1287
30,lzj,6,36,437,1132
30,lzj,6,37,576,957
30,lzj,6,38,644,1129
30,lzj,6,39,664,979
30,lzj,6,40,759,1152
30,lzj,6,41,798,1140
30,lzj,6,42,894,1207
30,lzj,6,43,947,1297
30,lzj,6,44,1032,1219
30,lzj,6,45,1114,1277
30,lzj,6,46,1139,1102
30,lzj,6,47,1160,1169
30,lzj,6,48,1232,994
30,lzj,6,49,1275,1067
30,lzj,6,50,1358,1037
30,lzj,6,51,1270,1110
30,lzj,6,52,1448,908
30,lzj,6,53,1292,1000
30,lzj,6,54,1168,992
30,lzj,6,55,1314,855
30,lzj,6,56,1181,828
30,lzj,6,57,1008,644
30,lzj,6,58,1067,702
30,lzj,6,59,1132,553
30,lzj,6,60,1070,598
30,lzj,6,61,1221,446
30,lzj,6,62,1331,505
30,lzj,6,63,1222,329
30,lzj,6,64,1467,358
30,lzj,6,65,1269,295
30,lzj,6,66,1138,261
30,lzj,6,67,1570,213
30,lzj,6,68,641,246
30,lzj,6,69,172,96
30,lzj,6,70,33,86
30,lzj,6,71,2,9
30,lzj,6,72,0,0
30,lzj,7,15,0,0
30,lzj,7,16,12,1
30,lzj,7,17,137,1
30,lzj,7,18,108,3
30,lzj,7,19,100,79
30,lzj,7,20,112,122
30,lzj,7,21,148,165
30,lzj,7,22,199,269
30,lzj,7,23,182,316
30,lzj,7,24,210,404
30,lzj,7,25,189,308
30,lzj,7,26,223,437
30,lzj,7,27,172,623
30,lzj,7,28,184,660
30,lzj,7,29,203,995
30,lzj,7,30,231,847
30,lzj,7,31,194,912
30,lzj,7,32,194,898
30,lzj,7,33,251,1103
30,lzj,7,34,334,1236
30,lzj,7,35,396,1096
30,lzj,7,36,415,1237
30,lzj,7,37,426,995
30,lzj,7,38,530,1140
30,lzj,7,39,595,1050
30,lzj,7,40,593,1121
30,lzj,7,41,692,1316
30,lzj,7,42,717,1196
30,lzj,7,43,920,1358
30,lzj,7,44,1047,1125
30,lzj,7,45,1161,1229
30,lzj,7,46,1087,1093
30,lzj,7,47,1058,1097
30,lzj,7,48,1198,996
30,lzj,7,49,1334,1014
30,lzj,7,50,1335,869
30,lzj,7,51,1261,1003
30,lzj,7,52,1431,829
30,lzj,7,53,1261,926
30,lzj,7,54,1155,775
30,lzj,7,55,1106,755
30,lzj,7,56,1106,738
30,lzj,7,57,1047,591
30,lzj,7,58,1144,610
30,lzj,7,59,1020,551
30,lzj,7,60,1032,495
30,lzj,7,61,1173,386
30,lzj,7,62,1131,379
30,lzj,7,63,997,247
30,lzj,7,64,1079,291
30,lzj,7,65,1020,248
30,lzj,7,66,900,222
30,lzj,7,67,1371,173
30,lzj,7,68,509,172
30,lzj,7,69,117,120
30,lzj,7,70,29,57
30,lzj,7,71,0,12
30,lzj,7,72,0,0
30,lzj,1,15,0,0
30,lzj,1,16,3,0
30,lzj,1,17,35,0
30,lzj,1,18,47,3
30,lzj,1,19,83,72
30,lzj,1,20,69,116
30,lzj,1,21,99,202
30,lzj,1,22,127,285
30,lzj,1,23,111,351
30,lzj,1,24,145,453
30,lzj,1,25,183,382
30,lzj,1,26,208,458
30,lzj,1,27,147,634
30,lzj,1,28,197,605
30,lzj,1,29,181,855
30,lzj,1,30,224,655
30,lzj,1,31,196,654
30,lzj,1,32,200,704
30,lzj,1,33,244,785
30,lzj,1,34,276,938
30,lzj,1,35,288,944
30,lzj,1,36,324,911
30,lzj,1,37,358,752
30,lzj,1,38,403,907
30,lzj,1,39,423,855
30,lzj,1,40,543,845
30,lzj,1,41,515,892
30,lzj,1,42,679,1037
30,lzj,1,43,761,968
30,lzj,1,44,838,988
30,lzj,1,45,826,852
30,lzj,1,46,989,800
30,lzj,1,47,922,772
30,lzj,1,48,824,715
30,lzj,1,49,983,690
30,lzj,1,50,976,615
30,lzj,1,51,951,773
30,lzj,1,52,1031,600
30,lzj,1,53,852,663
30,lzj,1,54,943,536
30,lzj,1,55,837,547
30,lzj,1,56,782,419
30,lzj,1,57,699,461
30,lzj,1,58,799,419
30,lzj,1,59,689,357
30,lzj,1,60,701,274
30,lzj,1,61,777,272
30,lzj,1,62,665,296
30,lzj,1,63,708,233
30,lzj,1,64,642,229
30,lzj,1,65,526,257
30,lzj,1,66,481,194
30,lzj,1,67,973,197
30,lzj,1,68,287,187
30,lzj,1,69,79,134
30,lzj,1,70,22,89
30,lzj,1,71,1,29
30,lzj,1,72,0,0
30,lzj,2,15,0,0
30,lzj,2,16,6,1
30,lzj,2,17,57,2
30,lzj,2,18,83,12
30,lzj,2,19,127,124
30,lzj,2,20,124,291
30,lzj,2,21,209,389
30,lzj,2,22,278,697
30,lzj,2,23,327,1518
30,lzj,2,24,372,2995
30,lzj,2,25,660,7684
30,lzj,2,26,599,9575
30,lzj,2,27,446,9148
30,lzj,2,28,504,6411
30,lzj,2,29,395,3488
30,lzj,2,30,335,1976
30,lzj,2,31,415,1229
30,lzj,2,32,417,941
30,lzj,2,33,404,799
30,lzj,2,34,480,742
30,lzj,2,35,532,745
30,lzj,2,36,581,684
30,lzj,2,37,645,665
30,lzj,2,38,585,713
30,lzj,2,39,577,831
30,lzj,2,40,583,924
30,lzj,2,41,648,935
30,lzj,2,42,637,826
30,lzj,2,43,716,737
30,lzj,2,44,697,663
30,lzj,2,45,677,696
30,lzj,2,46,759,535
30,lzj,2,47,781,595
30,lzj,2,48,798,566
30,lzj,2,49,996,466
30,lzj,2,50,1005,522
30,lzj,2,51,1420,595
30,lzj,2,52,2912,639
30,lzj,2,53,3730,796
30,lzj,2,54,6104,848
30,lzj,2,55,6311,983
30,lzj,2,56,6122,1026
30,lzj,2,57,4451,843
30,lzj,2,58,3150,608
30,lzj,2,59,2211,414
30,lzj,2,60,1750,364
30,lzj,2,61,1557,280
30,lzj,2,62,1315,242
30,lzj,2,63,1087,232
30,lzj,2,64,1137,178
30,lzj,2,65,922,186
30,lzj,2,66,851,168
30,lzj,2,67,1151,173
30,lzj,2,68,382,190
30,lzj,2,69,166,104
30,lzj,2,70,34,64
30,lzj,2,71,1,7
30,lzj,2,72,0,0
30,lzj,3,15,0,0
30,lzj,3,16,8,0
30,lzj,3,17,53,0
30,lzj,3,18,74,7
30,lzj,3,19,132,125
30,lzj,3,20,108,317
30,lzj,3,21,186,352
30,lzj,3,22,253,736
30,lzj,3,23,313,1335
30,lzj,3,24,442,3564
30,lzj,3,25,545,7774
30,lzj,3,26,553,8449
30,lzj,3,27,501,9874
30,lzj,3,28,546,6091
30,lzj,3,29,485,3565
30,lzj,3,30,442,2234
30,lzj,3,31,421,1276
30,lzj,3,32,505,1036
30,lzj,3,33,513,868
30,lzj,3,34,540,843
30,lzj,3,35,663,845
30,lzj,3,36,756,826
30,lzj,3,37,829,755
30,lzj,3,38,808,693
30,lzj,3,39,716,1045
30,lzj,3,40,737,904
30,lzj,3,41,806,1165
30,lzj,3,42,787,993
30,lzj,3,43,808,861
30,lzj,3,44,789,833
30,lzj,3,45,833,853
30,lzj,3,46,1012,692
30,lzj,3,47,942,787
30,lzj,3,48,1026,588
30,lzj,3,49,1145,778
30,lzj,3,50,1256,695
30,lzj,3,51,1462,729
30,lzj,3,52,3206,677
30,lzj,3,53,3716,1014
30,lzj,3,54,6374,1089
30,lzj,3,55,6309,1144
30,lzj,3,56,5815,1098
30,lzj,3,57,4228,1166
30,lzj,3,58,3077,770
30,lzj,3,59,2276,557
30,lzj,3,60,1752,409
30,lzj,3,61,1748,364
30,lzj,3,62,1449,292
30,lzj,3,63,1503,304
30,lzj,3,64,1365,234
30,lzj,3,65,1311,248
30,lzj,3,66,1132,234
30,lzj,3,67,1341,212
30,lzj,3,68,545,196
30,lzj,3,69,218,107
30,lzj,3,70,35,59
30,lzj,3,71,1,4
30,lzj,3,72,0,0
30,lzj,4,15,0,0
30,lzj,4,16,14,0
30,lzj,4,17,50,1
30,lzj,4,18,77,6
30,lzj,4,19,135,121
30,lzj,4,20,119,316
30,lzj,4,21,190,409
30,lzj,4,22,234,698
30,lzj,4,23,275,1298
30,lzj,4,24,399,3395
30,lzj,4,25,611,7741
30,lzj,4,26,494,8648
30,lzj,4,27,434,8945
30,lzj,4,28,616,6042
30,lzj,4,29,514,4068
30,lzj,4,30,415,2201
30,lzj,4,31,443,1365
30,lzj,4,32,524,1087
30,lzj,4,33,470,975
30,lzj,4,34,625,738
30,lzj,4,35,644,908
30,lzj,4,36,827,807
30,lzj,4,37,753,805
30,lzj,4,38,782,863
30,lzj,4,39,700,921
30,lzj,4,40,776,1092
30,lzj,4,41,794,1100
30,lzj,4,42,835,1041
30,lzj,4,43,768,865
30,lzj,4,44,846,912
30,lzj,4,45,910,766
30,lzj,4,46,1023,709
30,lzj,4,47,1004,785
30,lzj,4,48,1132,746
30,lzj,4,49,1160,742
30,lzj,4,50,1215,687
30,lzj,4,51,1556,689
30,lzj,4,52,3122,827
30,lzj,4,53,3799,976
30,lzj,4,54,6531,1093
30,lzj,4,55,6165,1212
30,lzj,4,56,5700,1076
30,lzj,4,57,3981,1061
30,lzj,4,58,2973,719
30,lzj,4,59,2009,510
30,lzj,4,60,1821,443
30,lzj,4,61,1715,344
30,lzj,4,62,1441,270
30,lzj,4,63,1365,308
30,lzj,4,64,1429,274
30,lzj,4,65,1212,218
30,lzj,4,66,1087,237
30,lzj,4,67,1407,217
30,lzj,4,68,522,190
30,lzj,4,69,202,108
30,lzj,4,70,33,55
30,lzj,4,71,0,9
30,lzj,4,72,0,0
30,lzj,5,15,0,1
30,lzj,5,16,18,0
30,lzj,5,17,50,2
30,lzj,5,18,104,7
30,lzj,5,19,132,122
30,lzj,5,20,134,310
30,lzj,5,21,157,377
30,lzj,5,22,276,741
30,lzj,5,23,307,1442
30,lzj,5,24,426,2964
30,lzj,5,25,571,7386
30,lzj,5,26,585,8835
30,lzj,5,27,624,9417
30,lzj,5,28,480,6154
30,lzj,5,29,437,3662
30,lzj,5,30,440,2170
30,lzj,5,31,497,1382
30,lzj,5,32,552,1170
30,lzj,5,33,570,966
30,lzj,5,34,615,924
30,lzj,5,35,748,901
30,lzj,5,36,889,799
30,lzj,5,37,924,918
30,lzj,5,38,769,944
30,lzj,5,39,790,965
30,lzj,5,40,849,1147
30,lzj,5,41,920,1148
30,lzj,5,42,799,1060
30,lzj,5,43,950,943
30,lzj,5,44,1000,887
30,lzj,5,45,893,948
30,lzj,5,46,956,781
30,lzj,5,47,1142,899
30,lzj,5,48,1110,912
30,lzj,5,49,1296,855
30,lzj,5,50,1305,895
30,lzj,5,51,1662,1052
30,lzj,5,52,3204,977
30,lzj,5,53,3941,1378
30,lzj,5,54,6409,1537
30,lzj,5,55,6228,1803
30,lzj,5,56,6032,1695
30,lzj,5,57,4118,1647
30,lzj,5,58,3052,1211
30,lzj,5,59,2308,822
30,lzj,5,60,1773,545
30,lzj,5,61,1791,513
30,lzj,5,62,1597,389
30,lzj,5,63,1794,408
30,lzj,5,64,2014,344
30,lzj,5,65,2125,373
30,lzj,5,66,2057,338
30,lzj,5,67,2110,295
30,lzj,5,68,1109,296
30,lzj,5,69,382,156
30,lzj,5,70,74,103
30,lzj,5,71,1,8
30,lzj,5,72,0,0
30,lzj,6,15,0,2
30,lzj,6,16,9,0
30,lzj,6,17,74,1
30,lzj,6,18,83,5
30,lzj,6,19,94,79
30,lzj,6,20,156,130
30,lzj,6,21,118,250
30,lzj,6,22,211,360
30,lzj,6,23,206,498
30,lzj,6,24,233,614
30,lzj,6,25,290,609
30,lzj,6,26,309,794
30,lzj,6,27,300,845
30,lzj,6,28,253,986
30,lzj,6,29,329,1052
30,lzj,6,30,321,1140
30,lzj,6,31,295,1101
30,lzj,6,32,376,1105
30,lzj,6,33,407,1265
30,lzj,6,34,395,1095
30,lzj,6,35,472,1222
30,lzj,6,36,539,1138
30,lzj,6,37,597,963
30,lzj,6,38,588,1113
30,lzj,6,39,642,1165
30,lzj,6,40,750,1200
30,lzj,6,41,892,1354
30,lzj,6,42,759,1315
30,lzj,6,43,989,1245
30,lzj,6,44,908,1207
30,lzj,6,45,1160,1205
30,lzj,6,46,1132,1043
30,lzj,6,47,1178,1123
30,lzj,6,48,1333,1139
30,lzj,6,49,1260,942
30,lzj,6,50,1324,1185
30,lzj,6,51,1364,1091
30,lzj,6,52,1470,1268
30,lzj,6,53,1452,1188
30,lzj,6,54,1235,1325
30,lzj,6,55,1292,1034
30,lzj,6,56,1135,917
30,lzj,6,57,1075,766
30,lzj,6,58,1104,798
30,lzj,6,59,1151,604
30,lzj,6,60,1116,658
30,lzj,6,61,1305,475
30,lzj,6,62,1234,441
30,lzj,6,63,1375,406
30,lzj,6,64,1634,378
30,lzj,6,65,1443,367
30,lzj,6,66,1292,282
30,lzj,6,67,1553,258
30,lzj,6,68,685,280
30,lzj,6,69,241,153
30,lzj,6,70,51,120
30,lzj,6,71,0,6
30,lzj,6,72,0,0
30,lzj,7,15,1,0
30,lzj,7,16,25,0
30,lzj,7,17,47,1
30,lzj,7,18,42,5
30,lzj,7,19,89,64
30,lzj,7,20,92,121
30,lzj,7,21,125,206
30,lzj,7,22,117,380
30,lzj,7,23,169,369
30,lzj,7,24,171,454
30,lzj,7,25,214,497
30,lzj,7,26,263,590
30,lzj,7,27,233,738
30,lzj,7,28,217,784
30,lzj,7,29,239,934
30,lzj,7,30,263,1093
30,lzj,7,31,270,899
30,lzj,7,32,305,1042
30,lzj,7,33,372,1085
30,lzj,7,34,361,1156
30,lzj,7,35,438,1158
30,lzj,7,36,486,1180
30,lzj,7,37,455,926
30,lzj,7,38,518,999
30,lzj,7,39,613,1018
30,lzj,7,40,708,1052
30,lzj,7,41,744,1063
30,lzj,7,42,800,1143
30,lzj,7,43,911,1244
30,lzj,7,44,992,1035
30,lzj,7,45,1009,1167
30,lzj,7,46,1068,1027
30,lzj,7,47,1127,890
30,lzj,7,48,1137,978
30,lzj,7,49,1082,990
30,lzj,7,50,1285,998
30,lzj,7,51,1307,893
30,lzj,7,52,1246,1034
30,lzj,7,53,1163,1025
30,lzj,7,54,1022,959
30,lzj,7,55,1115,714
30,lzj,7,56,1030,821
30,lzj,7,57,979,598
30,lzj,7,58,993,611
30,lzj,7,59,1049,530
30,lzj,7,60,987,542
30,lzj,7,61,1204,435
30,lzj,7,62,1142,377
30,lzj,7,63,1223,371
30,lzj,7,64,1081,282
30,lzj,7,65,1157,358
30,lzj,7,66,883,194
30,lzj,7,67,1219,193
30,lzj,7,68,399,207
30,lzj,7,69,175,110
30,lzj,7,70,30,115
30,lzj,7,71,3,11
30,lzj,7,72,0,0
30,lzj,1,15,7,0
30,lzj,1,16,15,0
30,lzj,1,17,47,2
30,lzj,1,18,76,5
30,lzj,1,19,134,120
30,lzj,1,20,140,337
30,lzj,1,21,196,411
30,lzj,1,22,265,798
30,lzj,1,23,356,1699
30,lzj,1,24,437,3292
30,lzj,1,25,565,7839
30,lzj,1,26,597,9342
30,lzj,1,27,516,10191
30,lzj,1,28,511,6274
30,lzj,1,29,442,3458
30,lzj,1,30,384,2005
30,lzj,1,31,414,1315
30,lzj,1,32,461,974
30,lzj,1,33,503,869
30,lzj,1,34,527,886
30,lzj,1,35,624,746
30,lzj,1,36,725,730
30,lzj,1,37,660,643
30,lzj,1,38,728,904
30,lzj,1,39,627,857
30,lzj,1,40,709,930
30,lzj,1,41,718,1006
30,lzj,1,42,766,1025
30,lzj,1,43,687,816
30,lzj,1,44,797,822
30,lzj,1,45,712,655
30,lzj,1,46,948,691
30,lzj,1,47,920,727
30,lzj,1,48,994,642
30,lzj,1,49,1059,611
30,lzj,1,50,1053,634
30,lzj,1,51,1562,662
30,lzj,1,52,3135,698
30,lzj,1,53,3696,894
30,lzj,1,54,6411,985
30,lzj,1,55,6367,1064
30,lzj,1,56,6236,1099
30,lzj,1,57,4261,1026
30,lzj,1,58,3154,780
30,lzj,1,59,2326,504
30,lzj,1,60,1772,418
30,lzj,1,61,1573,249
30,lzj,1,62,1360,287
30,lzj,1,63,1344,279
30,lzj,1,64,1341,191
30,lzj,1,65,1275,254
30,lzj,1,66,1152,208
30,lzj,1,67,1359,167
30,lzj,1,68,502,175
30,lzj,1,69,184,89
30,lzj,1,70,49,44
30,lzj,1,71,2,7
30,lzj,1,72,0,0
30,lzj,2,15,0,2
30,lzj,2,16,16,0
30,lzj,2,17,51,0
30,lzj,2,18,66,7
30,lzj,2,19,134,125
30,lzj,2,20,106,286
30,lzj,2,21,196,354
30,lzj,2,22,257,749
30,lzj,2,23,340,1408
30,lzj,2,24,303,3174
30,lzj,2,25,643,7267
30,lzj,2,26,592,9188
30,lzj,2,27,484,9996
30,lzj,2,28,541,5986
30,lzj,2,29,513,3480
30,lzj,2,30,412,2331
30,lzj,2,31,428,1315
30,lzj,2,32,484,1034
30,lzj,2,33,504,887
30,lzj,2,34,555,927
30,lzj,2,35,624,764
30,lzj,2,36,665,834
30,lzj,2,37,677,703
30,lzj,2,38,713,749
30,lzj,2,39,680,944
30,lzj,2,40,759,1004
30,lzj,2,41,744,923
30,lzj,2,42,787,996
30,lzj,2,43,677,832
30,lzj,2,44,796,766
30,lzj,2,45,738,738
30,lzj,2,46,893,693
30,lzj,2,47,941,679
30,lzj,2,48,864,666
30,lzj,2,49,1067,689
30,lzj,2,50,1128,659
30,lzj,2,51,1454,704
30,lzj,2,52,2925,709
30,lzj,2,53,3805,987
30,lzj,2,54,6439,1087
30,lzj,2,55,6309,1230
30,lzj,2,56,5798,1158
30,lzj,2,57,3984,1151
30,lzj,2,58,2978,748
30,lzj,2,59,2192,548
30,lzj,2,60,1829,462
30,lzj,2,61,1550,310
30,lzj,2,62,1364,301
30,lzj,2,63,1435,283
30,lzj,2,64,1551,257
30,lzj,2,65,1437,237
30,lzj,2,66,1083,227
30,lzj,2,67,1434,212
30,lzj,2,68,533,185
30,lzj,2,69,222,109
30,lzj,2,70,41,60
30,lzj,2,71,0,9
30,lzj,2,72,0,0
30,lzj,3,15,0,1
30,lzj,3,16,18,0
30,lzj,3,17,72,0
30,lzj,3,18,65,6
30,lzj,3,19,127,145
30,lzj,3,20,140,298
30,lzj,3,21,209,404
30,lzj,3,22,254,756
30,lzj,3,23,306,1484
30,lzj,3,24,418,3376
30,lzj,3,25,526,7594
30,lzj,3,26,595,9146
30,lzj,3,27,473,8822
30,lzj,3,28,547,5621
30,lzj,3,29,492,3932
30,lzj,3,30,446,2141
30,lzj,3,31,447,1255
30,lzj,3,32,543,1106
30,lzj,3,33,572,931
30,lzj,3,34,587,927
30,lzj,3,35,701,968
30,lzj,3,36,767,781
30,lzj,3,37,879,821
30,lzj,3,38,700,861
30,lzj,3,39,750,982
30,lzj,3,40,809,1047
30,lzj,3,41,848,1085
30,lzj,3,42,818,1079
30,lzj,3,43,829,832
30,lzj,3,44,837,895
30,lzj,3,45,853,836
30,lzj,3,46,963,717
30,lzj,3,47,945,710
30,lzj,3,48,1043,698
30,lzj,3,49,1149,793
30,lzj,3,50,1181,724
30,lzj,3,51,1472,807
30,lzj,3,52,3143,774
30,lzj,3,53,3700,1133
30,lzj,3,54,6489,1225
30,lzj,3,55,5952,1396
30,lzj,3,56,6065,1291
30,lzj,3,57,4103,1199
30,lzj,3,58,2772,807
30,lzj,3,59,2075,549
30,lzj,3,60,1791,438
30,lzj,3,61,1690,376
30,lzj,3,62,1534,345
30,lzj,3,63,1508,315
30,lzj,3,64,1687,235
30,lzj,3,65,1588,275
30,lzj,3,66,1152,254
30,lzj,3,67,1426,190
30,lzj,3,68,642,187
30,lzj,3,69,255,113
30,lzj,3,70,63,58
30,lzj,3,71,1,11
30,lzj,3,72,0,0
30,lzj,4,15,0,0
30,lzj,4,16,21,0
30,lzj,4,17,43,0
30,lzj,4,18,79,3
30,lzj,4,19,116,112
30,lzj,4,20,159,320
30,lzj,4,21,169,366
30,lzj,4,22,262,733
30,lzj,4,23,309,1376
30,lzj,4,24,423,3129
30,lzj,4,25,507,7228
30,lzj,4,26,566,8755
30,lzj,4,27,446,10082
30,lzj,4,28,458,5603
30,lzj,4,29,484,3338
30,lzj,4,30,431,2363
30,lzj,4,31,394,1345
30,lzj,4,32,517,1031
30,lzj,4,33,532,939
30,lzj,4,34,600,929
30,lzj,4,35,680,823
30,lzj,4,36,778,929
30,lzj,4,37,833,721
30,lzj,4,38,744,849
30,lzj,4,39,757,1031
30,lzj,4,40,732,1030
30,lzj,4,41,809,1008
30,lzj,4,42,830,973
30,lzj,4,43,844,925
30,lzj,4,44,921,849
30,lzj,4,45,929,781
30,lzj,4,46,977,795
30,lzj,4,47,968,739
30,lzj,4,48,1020,713
30,lzj,4,49,1045,697
30,lzj,4,50,1143,678
30,lzj,4,51,1478,679
30,lzj,4,52,2970,701
30,lzj,4,53,3769,1054
30,lzj,4,54,6272,1252
30,lzj,4,55,6054,1195
30,lzj,4,56,5958,1338
30,lzj,4,57,4066,1118
30,lzj,4,58,2744,752
30,lzj,4,59,2102,527
30,lzj,4,60,1876,432
30,lzj,4,61,1670,342
30,lzj,4,62,1599,324
30,lzj,4,63,1551,299
30,lzj,4,64,1539,273
30,lzj,4,65,1398,262
30,lzj,4,66,1293,230
30,lzj,4,67,1532,214
